period_end,period_year,period_month,period_label,period_short,beroep,vacatures
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Polyvalent hotelmedewerker,0
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Polyvalent hotelmedewerker,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Polyvalent hotelmedewerker,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Polyvalent hotelmedewerker,4
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Polyvalent podiumtechnicus,2
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Polyvalent podiumtechnicus,1
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Polyvalent podiumtechnicus,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Polyvalent podiumtechnicus,5
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Polyvalent podiumtechnicus,4
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Polyvalent stikster,3
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Polyvalent stikster,4
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Polyvalent stikster,2
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Polyvalent stikster,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Polyvalent stikster,7
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Polyvalent stikster,0
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Post- en pakketmedewerker,9
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Post- en pakketmedewerker,2
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Preventieadviseur,28
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Preventieadviseur,52
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Preventieadviseur,56
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Preventieadviseur,16
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Preventieadviseur,24
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Preventieadviseur,40
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Preventieadviseur,49
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Preventieadviseur,38
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Preventieadviseur,54
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Preventieadviseur,53
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Preventiearts,1
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Preventiearts,0
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Pricing analist,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Procesoperator chemische industrie,7
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Procesoperator chemische industrie,6
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Procesoperator chemische industrie,6
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Procesoperator chemische industrie,3
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Procesoperator chemische industrie,11
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Procesoperator chemische industrie,2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Procesoperator chemische industrie,8
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Procesoperator chemische industrie,7
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Procesoperator chemische industrie,9
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Procesoperator energetische en petrochemische industrie,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Procesoperator energetische en petrochemische industrie,3
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Procesoperator energetische en petrochemische industrie,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productiemanager,19
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Productiemanager,10
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Productiemanager,15
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productiemanager,11
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Productiemanager,15
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Productiemanager,10
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Productiemanager,8
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Productiemanager,16
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productiemanager,16
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productiemanager,9
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productiemedewerker,51
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Productiemedewerker,37
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Productiemedewerker,52
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productiemedewerker,48
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Productiemedewerker,112
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Productiemedewerker,74
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Productiemedewerker,47
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Productiemedewerker,51
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productiemedewerker,91
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productiemedewerker,101
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productiemedewerker drukafwerking,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productiemedewerker drukken,2
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productiemedewerker kunststofverwerking,1
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Productiemedewerker kunststofverwerking,2
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Productiemedewerker kunststofverwerking,5
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productiemedewerker kunststofverwerking,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Productiemedewerker kunststofverwerking,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productiemedewerker kunststofverwerking,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productiemedewerker kunststofverwerking,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productiemedewerker prefabbeton,11
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Productiemedewerker prefabbeton,21
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Productiemedewerker prefabbeton,25
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productiemedewerker prefabbeton,0
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Productiemedewerker prefabbeton,12
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Productiemedewerker prefabbeton,12
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Productiemedewerker prefabbeton,14
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Productiemedewerker prefabbeton,4
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productiemedewerker prefabbeton,16
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productiemedewerker prefabbeton,19
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productiemedewerker textielproductielijn,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productieoperator bouw- en prefabmaterialen,3
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Productieoperator bouw- en prefabmaterialen,1
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Productieoperator bouw- en prefabmaterialen,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Productieoperator bouw- en prefabmaterialen,0
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productieoperator bouw- en prefabmaterialen,2
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productieoperator bouw- en prefabmaterialen,5
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productieoperator elektrische en elektronische componenten,99
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Productieoperator elektrische en elektronische componenten,228
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Productieoperator elektrische en elektronische componenten,275
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productieoperator elektrische en elektronische componenten,602
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Productieoperator elektrische en elektronische componenten,520
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Productieoperator elektrische en elektronische componenten,619
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Productieoperator elektrische en elektronische componenten,650
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Productieoperator elektrische en elektronische componenten,160
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productieoperator elektrische en elektronische componenten,68
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productieoperator elektrische en elektronische componenten,54
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productieoperator hout,4
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Productieoperator hout,11
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Productieoperator hout,9
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productieoperator hout,13
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Productieoperator hout,4
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Productieoperator hout,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Productieoperator hout,6
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Productieoperator hout,4
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productieoperator hout,5
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productieoperator hout,4
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productieoperator metaal,25
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Productieoperator metaal,8
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Productieoperator metaal,16
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productieoperator metaal,10
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Productieoperator metaal,22
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Productieoperator metaal,18
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Productieoperator metaal,15
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Productieoperator metaal,13
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productieoperator metaal,8
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productieoperator metaal,28
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,"Productieoperator van stortbeton, cement, asfalt en granulaten",19
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,"Productieoperator van stortbeton, cement, asfalt en granulaten",13
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,"Productieoperator van stortbeton, cement, asfalt en granulaten",37
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,"Productieoperator van stortbeton, cement, asfalt en granulaten",26
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,"Productieoperator van stortbeton, cement, asfalt en granulaten",39
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,"Productieoperator van stortbeton, cement, asfalt en granulaten",24
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,"Productieoperator van stortbeton, cement, asfalt en granulaten",26
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,"Productieoperator van stortbeton, cement, asfalt en granulaten",24
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,"Productieoperator van stortbeton, cement, asfalt en granulaten",23
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,"Productieoperator van stortbeton, cement, asfalt en granulaten",22
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productieoperator voedingsindustrie,12
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Productieoperator voedingsindustrie,2
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Productieoperator voedingsindustrie,11
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productieoperator voedingsindustrie,4
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productieoperator voedingsindustrie,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productieoperator voedingsindustrie,3
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productieoperator-machineregelaar kunststoffen,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productieoperator-machineregelaar kunststoffen,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productieplanner,88
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Productieplanner,57
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Productieplanner,74
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productieplanner,56
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Productieplanner,86
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Productieplanner,95
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Productieplanner,86
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Productieplanner,85
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productieplanner,68
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productieplanner,61
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productieverantwoordelijke land- en tuinbouw,1
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Productieverantwoordelijke land- en tuinbouw,1
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Productieverantwoordelijke land- en tuinbouw,4
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productieverantwoordelijke land- en tuinbouw,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Productieverantwoordelijke land- en tuinbouw,3
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Productieverantwoordelijke land- en tuinbouw,2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Productieverantwoordelijke land- en tuinbouw,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productmanager,2
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Productmanager,2
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Productmanager,4
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productmanager,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Productmanager,3
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Productmanager,9
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Productmanager,3
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Productmanager,2
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productmanager,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productmanager,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Productontwikkelaar,4
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Productontwikkelaar,1
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Productontwikkelaar,2
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Productontwikkelaar,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Productontwikkelaar,6
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Productontwikkelaar,5
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Productontwikkelaar,7
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Projectleider bouw en openbare werken,215
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Projectleider bouw en openbare werken,284
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Projectleider bouw en openbare werken,295
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Projectleider bouw en openbare werken,274
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Projectleider bouw en openbare werken,293
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Projectleider bouw en openbare werken,354
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Projectleider bouw en openbare werken,394
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Projectleider bouw en openbare werken,391
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Projectleider bouw en openbare werken,406
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Projectleider bouw en openbare werken,518
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Projectmanager business,1
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Projectmanager business,7
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Projectmanager business,5
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Projectmanager business,5
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Projectmanager business,6
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Projectmanager business,9
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Projectmanager business,3
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Projectmanager business,10
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Projectmanager business,18
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Projectmanager business,17
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Projectmanager engineering,57
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Projectmanager engineering,113
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Projectmanager engineering,117
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Projectmanager engineering,114
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Projectmanager engineering,116
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Projectmanager engineering,198
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Projectmanager engineering,258
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Projectmanager engineering,223
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Projectmanager engineering,170
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Projectmanager engineering,143
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Reachtruckchauffeur,12
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Reachtruckchauffeur,2
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Reachtruckchauffeur,2
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Reachtruckchauffeur,0
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Reachtruckchauffeur,2
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Recyclageparkwachter,1
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Recyclageparkwachter,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Recyclageparkwachter,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Recyclageparkwachter,2
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Recyclageparkwachter,2
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Redder,5
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Redder,14
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Redder,9
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Redder,6
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Redder,4
