period_end,period_year,period_month,period_label,period_short,beroep,vacatures
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Netwerk engineer telecom,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Netwerk engineer telecom,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Netwerk engineer telecom,2
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Netwerkbeheerder,1
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Netwerkbeheerder,6
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Netwerkbeheerder,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Netwerkbeheerder,7
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Netwerkbeheerder,4
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Netwerkbeheerder,2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Netwerkbeheerder,3
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Netwerkbeheerder,10
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Netwerkbeheerder,8
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,OAD-technicus van personenwagens en lichte bedrijfsvoertuigen,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,OAD-technicus van personenwagens en lichte bedrijfsvoertuigen,2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,OAD-technicus van personenwagens en lichte bedrijfsvoertuigen,3
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,OAD-technicus van personenwagens en lichte bedrijfsvoertuigen,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,OAD-technicus van personenwagens en lichte bedrijfsvoertuigen,3
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,OD-technicus van zware bedrijfsvoertuigen,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,OD-technicus van zware bedrijfsvoertuigen,12
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,OD-technicus van zware bedrijfsvoertuigen,2
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,OD-technicus van zware bedrijfsvoertuigen,6
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,OD-technicus van zware bedrijfsvoertuigen,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Onbekend,0
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Onbekend,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Onbekend,4
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Onderhoudsmecanicien van personenwagens en lichte bedrijfsvoertuigen,8
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Onderhoudsmecanicien van personenwagens en lichte bedrijfsvoertuigen,7
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Onderhoudsmecanicien van personenwagens en lichte bedrijfsvoertuigen,5
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Onderhoudsmecanicien van personenwagens en lichte bedrijfsvoertuigen,12
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Onderhoudsmecanicien van personenwagens en lichte bedrijfsvoertuigen,6
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Onderhoudsmecanicien van personenwagens en lichte bedrijfsvoertuigen,121
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Onderhoudsmecanicien van personenwagens en lichte bedrijfsvoertuigen,19
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Onderhoudsmecanicien van personenwagens en lichte bedrijfsvoertuigen,13
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Onderhoudsmecanicien van personenwagens en lichte bedrijfsvoertuigen,14
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Onderhoudsmecanicien van personenwagens en lichte bedrijfsvoertuigen,12
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Onderhoudsmecanicien van zware bedrijfsvoertuigen,35
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Onderhoudsmecanicien van zware bedrijfsvoertuigen,58
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Onderhoudsmecanicien van zware bedrijfsvoertuigen,36
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Onderhoudsmecanicien van zware bedrijfsvoertuigen,22
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Onderhoudsmecanicien van zware bedrijfsvoertuigen,29
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Onderhoudsmecanicien van zware bedrijfsvoertuigen,30
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Onderhoudsmecanicien van zware bedrijfsvoertuigen,22
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Onderhoudsmecanicien van zware bedrijfsvoertuigen,19
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Onderhoudsmecanicien van zware bedrijfsvoertuigen,24
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Onderhoudsmecanicien van zware bedrijfsvoertuigen,41
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Onderhoudsmedewerker affichering en straatmeubilair,1
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Onderhoudsmedewerker affichering en straatmeubilair,3
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Onderhoudsmedewerker affichering en straatmeubilair,3
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Onderhoudsmedewerker affichering en straatmeubilair,5
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Onderhoudsmedewerker affichering en straatmeubilair,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Onderhoudsmedewerker gebouwen,78
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Onderhoudsmedewerker gebouwen,132
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Onderhoudsmedewerker gebouwen,106
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Onderhoudsmedewerker gebouwen,107
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Onderhoudsmedewerker gebouwen,104
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Onderhoudsmedewerker gebouwen,101
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Onderhoudsmedewerker gebouwen,102
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Onderhoudsmedewerker gebouwen,107
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Onderhoudsmedewerker gebouwen,91
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Onderhoudsmedewerker gebouwen,81
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Onderhoudsmedewerker wegennet,5
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Onderhoudsmedewerker wegennet,5
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Onderhoudsmedewerker wegennet,2
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Onderhoudsmedewerker wegennet,4
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Onderhoudsmedewerker wegennet,6
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Onderhoudsmedewerker wegennet,20
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Onderhoudsmedewerker wegennet,5
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Onderhoudsmedewerker wegennet,6
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Onderhoudsmedewerker wegennet,7
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Onderhoudsmedewerker wegennet,4
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Onderhoudstechnicus industriële automatisering,38
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Onderhoudstechnicus industriële automatisering,29
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Onderhoudstechnicus industriële automatisering,15
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Onderhoudstechnicus industriële automatisering,31
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Onderhoudstechnicus industriële automatisering,1
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Onderhoudstechnicus industriële automatisering,5
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Onderhoudstechnicus industriële automatisering,5
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Onderhoudstechnicus industriële automatisering,2
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Onderhoudstechnicus industriële automatisering,5
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Onderhoudstechnicus industriële automatisering,9
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Onderhoudstechnicus pleziervaart,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Onderhoudstechnicus pleziervaart,0
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Onderhoudstechnicus waterdistributie en sanering,5
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Onderhoudstechnicus waterdistributie en sanering,10
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Onderhoudstechnicus waterdistributie en sanering,1
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Onderhoudstechnicus waterdistributie en sanering,3
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Onderhoudstechnicus waterdistributie en sanering,6
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Onderhoudstechnicus waterdistributie en sanering,5
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Onderhoudstechnicus waterdistributie en sanering,5
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Onderhoudstechnicus waterdistributie en sanering,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Onderhoudstechnicus waterdistributie en sanering,5
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Onderwaterwerker,5
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Onderwaterwerker,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Onderwaterwerker,4
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Onderwaterwerker,2
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Onderwaterwerker,2
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Ontginner gassen en vloeistoffen,3
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Ontginner gassen en vloeistoffen,0
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Ontginner gassen en vloeistoffen,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Onthaalmedewerker,21
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Onthaalmedewerker,32
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Onthaalmedewerker,27
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Onthaalmedewerker,22
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Onthaalmedewerker,36
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Onthaalmedewerker,59
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Onthaalmedewerker,34
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Onthaalmedewerker,24
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Onthaalmedewerker,21
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Onthaalmedewerker,11
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Ontwerper industriële automatisering,11
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Ontwerper industriële automatisering,16
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Ontwerper industriële automatisering,39
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Ontwerper industriële automatisering,17
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Ontwerper industriële automatisering,25
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Ontwerper industriële automatisering,22
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Ontwerper industriële automatisering,17
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Ontwerper industriële automatisering,11
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Ontwerper industriële automatisering,27
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Ontwerper industriële automatisering,28
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Operator CNC-gestuurde houtbewerkingsmachines,3
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Operator CNC-gestuurde houtbewerkingsmachines,5
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Operator CNC-gestuurde houtbewerkingsmachines,8
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Operator CNC-gestuurde houtbewerkingsmachines,4
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Operator CNC-gestuurde houtbewerkingsmachines,3
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Operator CNC-gestuurde houtbewerkingsmachines,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Operator CNC-gestuurde houtbewerkingsmachines,2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Operator CNC-gestuurde houtbewerkingsmachines,5
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Operator CNC-gestuurde houtbewerkingsmachines,13
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Operator CNC-gestuurde houtbewerkingsmachines,17
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Operator gieterij,5
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Operator glasbewerking,1
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Operator glasbewerking,3
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Operator glasbewerking,6
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Operator glasbewerking,2
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Operator glasbewerking,2
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Operator in de houtzagerij,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Operator in de houtzagerij,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Operator in de houtzagerij,0
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Operator in de keramiekindustrie,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Operator montage en assemblage,44
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Operator montage en assemblage,40
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Operator montage en assemblage,66
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Operator montage en assemblage,39
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Operator montage en assemblage,39
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Operator montage en assemblage,24
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Operator montage en assemblage,69
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Operator montage en assemblage,38
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Operator montage en assemblage,33
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Operator montage en assemblage,31
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Operator print & sign,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Operator print & sign,8
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Operator print & sign,13
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Opleider volwassenen,2
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Opleider volwassenen,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Opleider volwassenen,9
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Opleider volwassenen,3
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Opleider volwassenen,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Opleider volwassenen,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Opleidingsadviseur bedrijven en organisaties,2
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Opvoeder in een onderwijsinstelling,1
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Opvoeder in een onderwijsinstelling,1
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Orthopedisch technoloog,4
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Orthopedisch technoloog,0
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Payroll advisor,12
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Payroll advisor,10
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Payroll advisor,15
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Payroll advisor,13
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Payroll advisor,19
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Payroll advisor,46
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Payroll advisor,24
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Payroll advisor,18
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Payroll advisor,26
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Payroll advisor,34
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Pedagogisch coördinator,1
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Pedagogisch coördinator,0
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Pedagogisch coördinator,1
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Pedagogisch coördinator,2
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Pedagogisch coördinator,1
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Pedagogisch coördinator,4
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Pedagogisch coördinator,3
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Pedagogisch coördinator,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Pedagogisch coördinator,3
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Personeelsmedewerker,35
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Personeelsmedewerker,34
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Personeelsmedewerker,47
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Personeelsmedewerker,20
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Personeelsmedewerker,33
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Personeelsmedewerker,66
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Personeelsmedewerker,50
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Personeelsmedewerker,31
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Personeelsmedewerker,56
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Personeelsmedewerker,51
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Persoonlijk assistent,0
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Persoonlijk assistent,0
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Persoonlijk assistent,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Pijpfitter,29
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Pijpfitter,84
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Pijpfitter,58
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Pijpfitter,60
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Pijpfitter,59
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Pijpfitter,122
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Pijpfitter,101
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Pijpfitter,46
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Pijpfitter,53
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Pijpfitter,59
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Plaatser binnenschrijnwerk,221
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Plaatser binnenschrijnwerk,142
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Plaatser binnenschrijnwerk,211
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Plaatser binnenschrijnwerk,277
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Plaatser binnenschrijnwerk,228
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Plaatser binnenschrijnwerk,242
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Plaatser binnenschrijnwerk,157
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Plaatser binnenschrijnwerk,135
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Plaatser binnenschrijnwerk,118
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Plaatser binnenschrijnwerk,151
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Plaatser buitenschrijnwerk,505
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Plaatser buitenschrijnwerk,547
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Plaatser buitenschrijnwerk,542
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Plaatser buitenschrijnwerk,594
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Plaatser buitenschrijnwerk,778
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Plaatser buitenschrijnwerk,829
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Plaatser buitenschrijnwerk,454
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Plaatser buitenschrijnwerk,366
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Plaatser buitenschrijnwerk,318
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Plaatser buitenschrijnwerk,300
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Plaatser van boven- en ondergrondse leidingen,65
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Plaatser van boven- en ondergrondse leidingen,135
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Plaatser van boven- en ondergrondse leidingen,195
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Plaatser van boven- en ondergrondse leidingen,143
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Plaatser van boven- en ondergrondse leidingen,115
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Plaatser van boven- en ondergrondse leidingen,133
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Plaatser van boven- en ondergrondse leidingen,136
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Plaatser van boven- en ondergrondse leidingen,305
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Plaatser van boven- en ondergrondse leidingen,508
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Plaatser van boven- en ondergrondse leidingen,389
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Plaatser van houten vloerbedekking,26
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Plaatser van houten vloerbedekking,39
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Plaatser van houten vloerbedekking,28
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Plaatser van houten vloerbedekking,28
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Plaatser van houten vloerbedekking,47
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Plaatser van houten vloerbedekking,10
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Plaatser van houten vloerbedekking,19
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Plaatser van houten vloerbedekking,19
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Plaatser van houten vloerbedekking,16
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Plaatser van houten vloerbedekking,19
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Plaatser van soepele vloerbekledingen,15
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Plaatser van soepele vloerbekledingen,37
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Plaatser van soepele vloerbekledingen,24
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Plaatser van soepele vloerbekledingen,34
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Plaatser van soepele vloerbekledingen,20
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Plaatser van soepele vloerbekledingen,9
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Plaatser van soepele vloerbekledingen,14
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Plaatser van soepele vloerbekledingen,16
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Plaatser van soepele vloerbekledingen,17
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Plaatser van soepele vloerbekledingen,14
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Plaatwerker carrosserie,1
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Plaatwerker carrosserie,9
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Plaatwerker carrosserie,5
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Plaatwerker carrosserie,3
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Plaatwerker carrosserie,5
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Plaatwerker carrosserie,4
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Plaatwerker carrosserie,2
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Plaatwerker carrosserie,3
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Plaatwerker carrosserie,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Plaatwerker carrosserie,0
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Planner goederenbehandeling in de haven,1
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Planner goederenbehandeling in de haven,1
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Podiumtechnicus licht en beeld,1
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Podiumtechnicus licht en beeld,1
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Podiumtechnicus licht en beeld,0
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Podiumtechnicus licht en beeld,1
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Politieagent,3
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Politieagent,7
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Polyvalent administratief medewerker,462
2018-12-31,2018,12,januari 2018 - december 2018,Dec 2018,Polyvalent administratief medewerker,509
2019-12-31,2019,12,januari 2019 - december 2019,Dec 2019,Polyvalent administratief medewerker,582
2020-12-31,2020,12,januari 2020 - december 2020,Dec 2020,Polyvalent administratief medewerker,444
2021-12-31,2021,12,januari 2021 - december 2021,Dec 2021,Polyvalent administratief medewerker,709
2022-12-31,2022,12,januari 2022 - december 2022,Dec 2022,Polyvalent administratief medewerker,788
2023-12-31,2023,12,januari 2023 - december 2023,Dec 2023,Polyvalent administratief medewerker,771
2024-12-31,2024,12,januari 2024 - december 2024,Dec 2024,Polyvalent administratief medewerker,679
2025-12-31,2025,12,januari 2025 - december 2025,Dec 2025,Polyvalent administratief medewerker,684
2026-04-30,2026,4,mei 2025 - april 2026,Apr 2026,Polyvalent administratief medewerker,575
2017-12-31,2017,12,januari 2017 - december 2017,Dec 2017,Polyvalent hotelmedewerker,1
