year,scheme_order,scheme_code,scheme_label_nl,dispersion_order,dispersion_code,dispersion_label_nl,ratio_order,ratio_code,ratio_label_nl,unit_measure,decimals,value_pu300,value_pu450,difference_pu300_minus_pu450,ratio_pu300_div_pu450
2016,3,M,Micro,2,dispq2,Mediaan (Q2),5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,31.2,24.88,6.32,1.2540192926045017
2016,3,M,Micro,2,dispq2,Mediaan (Q2),6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,59.2,53.03,6.170000000000002,1.1163492362813503
2016,3,M,Micro,2,dispq2,Mediaan (Q2),7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,27.08,28.27,-1.1900000000000013,0.9579059073222497
2016,3,M,Micro,2,dispq2,Mediaan (Q2),9,R008A,8. Financiële kosten / Toegevoegde waarde (%),_Z,1,4.31,4.46,-0.15000000000000036,0.9663677130044842
2016,3,M,Micro,2,dispq2,Mediaan (Q2),10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,8.17,9.2,-1.0299999999999994,0.8880434782608696
2016,3,M,Micro,2,dispq2,Mediaan (Q2),11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,27.53,24.84,2.6900000000000013,1.10829307568438
2016,3,M,Micro,2,dispq2,Mediaan (Q2),13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,14.11,13.49,0.6199999999999992,1.0459599703484062
2016,3,M,Micro,2,dispq2,Mediaan (Q2),15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,5.86,6.11,-0.25,0.9590834697217676
2016,3,M,Micro,2,dispq2,Mediaan (Q2),16,R013,13. Liquiditeit in ruime zin,_Z,1,1.56,1.44,0.1200000000000001,1.0833333333333335
2016,3,M,Micro,2,dispq2,Mediaan (Q2),17,R014,14. Liquiditeit in enge zin,_Z,1,1.35,1.24,0.1100000000000001,1.088709677419355
2016,3,M,Micro,2,dispq2,Mediaan (Q2),22,R019,17. Aantal dagen klantenkrediet,_Z,1,43.16,21.9,21.259999999999998,1.9707762557077626
2016,3,M,Micro,2,dispq2,Mediaan (Q2),23,R020,18. Aantal dagen leverancierskrediet,_Z,1,29.27,21.06,8.21,1.3898385565052231
2016,3,M,Micro,2,dispq2,Mediaan (Q2),24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,39.08,40.59,-1.5100000000000051,0.9627987188962798
2016,3,M,Micro,2,dispq2,Mediaan (Q2),25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,20.35,18.35,2.0,1.108991825613079
2016,3,M,Micro,2,dispq2,Mediaan (Q2),26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,29.54,20.07,9.469999999999999,1.4718485301444941
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,1,R001,1. Brutoverkoopmarge (%),_Z,1,1466.0,9670.0,-8204.0,0.1516028955532575
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,2,R002,2. Nettoverkoopmarge (%),_Z,1,1466.0,9670.0,-8204.0,0.1516028955532575
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,1571.0,10378.0,-8807.0,0.15137791481981114
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,7013.0,38356.0,-31343.0,0.182839712170195
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,19425.0,143985.0,-124560.0,0.13490988644650484
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,8787.0,47455.0,-38668.0,0.1851648930565799
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,16915.0,122645.0,-105730.0,0.13791838232296466
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),_Z,1,17591.0,129081.0,-111490.0,0.1362787706943702
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,17708.0,127516.0,-109808.0,0.13886884783086045
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,17708.0,127515.0,-109807.0,0.13886993687017213
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,20421.0,154129.0,-133708.0,0.13249291178168937
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,20421.0,154128.0,-133707.0,0.13249377141077545
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,16,R013,13. Liquiditeit in ruime zin,_Z,1,20315.0,152669.0,-132354.0,0.13306565183501562
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,17,R014,14. Liquiditeit in enge zin,_Z,1,20293.0,152213.0,-131920.0,0.13331975586842124
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,22,R019,17. Aantal dagen klantenkrediet,_Z,1,1466.0,9671.0,-8205.0,0.1515872195222831
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,23,R020,18. Aantal dagen leverancierskrediet,_Z,1,1623.0,10763.0,-9140.0,0.1507943881817337
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,20456.0,154444.0,-133988.0,0.1324493020123799
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,12551.0,83387.0,-70836.0,0.15051506829601735
2016,3,M,Micro,3,dispnb,Aantal ondernemingen,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,12611.0,83561.0,-70950.0,0.15091968741398498
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,1,R001,1. Brutoverkoopmarge (%),_Z,1,7.07,8.55,-1.4800000000000004,0.8269005847953216
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,2,R002,2. Nettoverkoopmarge (%),_Z,1,4.05,3.86,0.18999999999999995,1.049222797927461
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,23.24,20.7,2.539999999999999,1.122705314009662
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,70693.26,96345.12,-25651.86,0.7337502926977516
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,45.2,32.26,12.940000000000005,1.4011159330440175
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,69.7,58.38,11.32,1.1939020212401508
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,15.2,21.64,-6.440000000000001,0.7024029574861367
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),_Z,1,8.37,23.76,-15.390000000000002,0.35227272727272724
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,7.7,5.22,2.4800000000000004,1.475095785440613
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,16.9,9.66,7.239999999999998,1.7494824016563146
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,8.93,7.06,1.87,1.2648725212464589
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,5.65,4.94,0.71,1.1437246963562753
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,16,R013,13. Liquiditeit in ruime zin,_Z,1,1.42,1.31,0.10999999999999988,1.0839694656488548
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,17,R014,14. Liquiditeit in enge zin,_Z,1,1.02,1.18,-0.15999999999999992,0.864406779661017
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,22,R019,17. Aantal dagen klantenkrediet,_Z,1,96.62,67.67,28.950000000000003,1.427811437860204
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,23,R020,18. Aantal dagen leverancierskrediet,_Z,1,104.97,79.75,25.22,1.3162382445141065
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,35.51,45.91,-10.399999999999999,0.7734698322805489
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,23.33,26.98,-3.650000000000002,0.8647146034099332
2016,4,T,Volledig + Verkort + Micro,1,dispg,Gewogen gemiddelde,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,20.78,17.55,3.2300000000000004,1.1840455840455841
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),1,R001,1. Brutoverkoopmarge (%),_Z,1,7.69,8.74,-1.0499999999999998,0.879862700228833
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),2,R002,2. Nettoverkoopmarge (%),_Z,1,3.49,3.82,-0.3299999999999996,0.9136125654450262
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,20.56,24.98,-4.420000000000002,0.8230584467574059
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,60610.14,67336.82,-6726.680000000008,0.9001039847144547
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,38.54,29.38,9.16,1.311776718856365
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,63.58,58.18,5.399999999999999,1.092815400481265
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,22.11,23.94,-1.8300000000000018,0.9235588972431077
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),9,R008A,8. Financiële kosten / Toegevoegde waarde (%),_Z,1,3.92,4.48,-0.5600000000000005,0.8749999999999999
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,8.54,8.65,-0.11000000000000121,0.9872832369942195
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,27.41,23.59,3.8200000000000003,1.1619330224671471
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,12.94,11.86,1.08,1.09106239460371
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,5.65,5.6,0.05000000000000071,1.0089285714285716
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),16,R013,13. Liquiditeit in ruime zin,_Z,1,1.49,1.37,0.11999999999999988,1.0875912408759123
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),17,R014,14. Liquiditeit in enge zin,_Z,1,1.27,1.15,0.1200000000000001,1.1043478260869566
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),22,R019,17. Aantal dagen klantenkrediet,_Z,1,51.57,38.84,12.729999999999997,1.3277548918640576
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),23,R020,18. Aantal dagen leverancierskrediet,_Z,1,45.08,40.59,4.489999999999995,1.1106183789110617
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,35.89,37.92,-2.030000000000001,0.9464662447257384
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,17.24,15.33,1.9099999999999984,1.1245923026744944
2016,4,T,Volledig + Verkort + Micro,2,dispq2,Mediaan (Q2),26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,26.95,18.83,8.120000000000001,1.4312267657992566
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,1,R001,1. Brutoverkoopmarge (%),_Z,1,6046.0,50887.0,-44841.0,0.11881227032444436
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,2,R002,2. Nettoverkoopmarge (%),_Z,1,6045.0,50885.0,-44840.0,0.11879728800235825
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,6381.0,54204.0,-47823.0,0.11772193934027009
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,20613.0,135976.0,-115363.0,0.1515929281637936
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,47374.0,376863.0,-329489.0,0.12570615847138084
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,24752.0,160695.0,-135943.0,0.15403092815582314
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,42077.0,328369.0,-286292.0,0.12813937978310985
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,9,R008A,8. Financiële kosten / Toegevoegde waarde (%),_Z,1,44057.0,347762.0,-303705.0,0.1266872171197543
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,44976.0,350202.0,-305226.0,0.12842873541556016
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,44977.0,350204.0,-305227.0,0.12843085744309032
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,13,R011A,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,50908.0,411191.0,-360283.0,0.12380621171183222
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,15,R012A,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en financiële kosten (%)",_Z,1,50907.0,411185.0,-360278.0,0.12380558629327432
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,16,R013,13. Liquiditeit in ruime zin,_Z,1,50628.0,407369.0,-356741.0,0.12428044352908542
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,17,R014,14. Liquiditeit in enge zin,_Z,1,50560.0,406152.0,-355592.0,0.12448541432764089
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,22,R019,17. Aantal dagen klantenkrediet,_Z,1,6043.0,50888.0,-44845.0,0.11875098254991354
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,23,R020,18. Aantal dagen leverancierskrediet,_Z,1,6618.0,57046.0,-50428.0,0.11601163972934124
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,50973.0,411845.0,-360872.0,0.12376743677839964
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,32541.0,235521.0,-202980.0,0.13816602341192505
2016,4,T,Volledig + Verkort + Micro,3,dispnb,Aantal ondernemingen,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,31444.0,228310.0,-196866.0,0.1377250229950506
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,1,R001,1. Brutoverkoopmarge (%),_Z,1,6.45,7.88,-1.4299999999999997,0.8185279187817259
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,2,R002,2. Nettoverkoopmarge (%),_Z,1,4.0,3.88,0.1200000000000001,1.0309278350515465
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,22.83,19.75,3.0799999999999983,1.1559493670886074
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,80360.24,109559.48,-29199.23999999999,0.7334850439231732
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,37.46,33.38,4.079999999999998,1.122228879568604
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,72.54,58.4,14.140000000000008,1.242123287671233
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,11.19,21.24,-10.049999999999999,0.5268361581920904
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,8,R008C,8. Kosten van de schulden / Toegevoegde waarde (%),_Z,1,5.71,11.13,-5.420000000000001,0.5130278526504941
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,6.46,4.23,2.2299999999999995,1.5271867612293142
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,12.21,8.18,4.030000000000001,1.4926650366748169
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,12,R011C,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en kosten van schulden (%)",_Z,1,6.38,5.08,1.2999999999999998,1.2559055118110236
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,14,R012C,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en kosten van schulden (%)",_Z,1,4.2,3.25,0.9500000000000002,1.2923076923076924
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,16,R013,13. Liquiditeit in ruime zin,_Z,1,1.42,1.34,0.07999999999999985,1.0597014925373134
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,17,R014,14. Liquiditeit in enge zin,_Z,1,1.1,1.21,-0.10999999999999988,0.9090909090909092
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,18,R015,"15.1 Rotatie van de voorraad handelsgoederen, grond- en hulpstoffen (voor alle sectoren uitgezonderd de bouwnijverheid)",_Z,1,,8.3,,
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,19,R016,"15.2 Rotatie van de voorraad handelsgoederen, grond- en hulpstoffen (enkel voor de sector van de bouwnijverheid)",_Z,1,36.26,9.23,27.029999999999998,3.9284940411700973
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,20,R017,16.1 Rotatie van de voorraad goederen in bewerking en gereed product (voor alle sectoren uitgezonderd de bouwnijverheid),_Z,1,,35.9,,
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,21,R018,16.2 Rotatie van de voorraad goederen in bewerking en gereed product (enkel voor de sector van de bouwnijverheid),_Z,1,6.29,27.8,-21.51,0.2262589928057554
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,22,R019,17. Aantal dagen klantenkrediet,_Z,1,86.8,58.44,28.36,1.485284052019165
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,23,R020,18. Aantal dagen leverancierskrediet,_Z,1,90.37,66.17,24.200000000000003,1.3657246486323107
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,37.91,46.64,-8.730000000000004,0.8128216123499141
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,16.5,23.54,-7.039999999999999,0.7009345794392524
2017,1,C,Volledig,1,dispg,Gewogen gemiddelde,26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,20.18,17.96,2.219999999999999,1.123608017817372
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),1,R001,1. Brutoverkoopmarge (%),_Z,1,5.64,6.41,-0.7700000000000005,0.8798751950078002
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),2,R002,2. Nettoverkoopmarge (%),_Z,1,3.3,3.54,-0.2400000000000002,0.9322033898305084
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,25.87,26.88,-1.009999999999998,0.9624255952380953
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,69759.19,87289.58,-17530.39,0.7991697290787744
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,87.78,61.62,26.160000000000004,1.4245374878286272
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,77.89,69.45,8.439999999999998,1.1215262778977682
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,7.01,10.21,-3.200000000000001,0.6865817825661116
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),8,R008C,8. Kosten van de schulden / Toegevoegde waarde (%),_Z,1,1.34,2.12,-0.78,0.6320754716981132
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),10,R009,"9. Nettorendabiliteit van het eigen vermogen, na belasting (%)",_Z,1,6.95,6.12,0.8300000000000001,1.1356209150326797
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),11,R010,10. Cashflow / Eigen vermogen (%),_Z,1,16.77,14.19,2.58,1.1818181818181819
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),12,R011C,"11. Brutorendabiliteit van het totaal der activa, vóór belasting en kosten van schulden (%)",_Z,1,6.43,6.86,-0.4300000000000006,0.9373177842565596
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),14,R012C,"12. Nettorendabiliteit van het totaal der activa, vóór belasting en kosten van schulden (%)",_Z,1,3.68,3.76,-0.07999999999999963,0.9787234042553192
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),16,R013,13. Liquiditeit in ruime zin,_Z,1,1.35,1.33,0.020000000000000018,1.0150375939849625
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),17,R014,14. Liquiditeit in enge zin,_Z,1,1.11,1.1,0.010000000000000009,1.009090909090909
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),18,R015,"15.1 Rotatie van de voorraad handelsgoederen, grond- en hulpstoffen (voor alle sectoren uitgezonderd de bouwnijverheid)",_Z,1,,7.03,,
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),19,R016,"15.2 Rotatie van de voorraad handelsgoederen, grond- en hulpstoffen (enkel voor de sector van de bouwnijverheid)",_Z,1,34.86,34.86,0.0,1.0
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),20,R017,16.1 Rotatie van de voorraad goederen in bewerking en gereed product (voor alle sectoren uitgezonderd de bouwnijverheid),_Z,1,,19.51,,
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),21,R018,16.2 Rotatie van de voorraad goederen in bewerking en gereed product (enkel voor de sector van de bouwnijverheid),_Z,1,14.76,14.76,0.0,1.0
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),22,R019,17. Aantal dagen klantenkrediet,_Z,1,67.78,48.44,19.340000000000003,1.3992568125516103
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),23,R020,18. Aantal dagen leverancierskrediet,_Z,1,72.85,55.77,17.07999999999999,1.306257844719383
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),24,R021,19. Financiële onafhankelijkheidsgraad (%),_Z,1,30.63,39.21,-8.580000000000002,0.781178270849273
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),25,R022,20. Aanschaffingen van materiële vaste activa / Toegevoegde waarde (%),_Z,1,5.71,6.64,-0.9299999999999997,0.8599397590361446
2017,1,C,Volledig,2,dispq2,Mediaan (Q2),26,R023,21. Vernieuwingsgraad inzake materiële vaste activa (%),_Z,1,25.9,20.42,5.479999999999997,1.2683643486777667
2017,1,C,Volledig,3,dispnb,Aantal ondernemingen,1,R001,1. Brutoverkoopmarge (%),_Z,1,1342.0,18425.0,-17083.0,0.07283582089552239
2017,1,C,Volledig,3,dispnb,Aantal ondernemingen,2,R002,2. Nettoverkoopmarge (%),_Z,1,1342.0,18424.0,-17082.0,0.07283977420755536
2017,1,C,Volledig,3,dispnb,Aantal ondernemingen,3,R003,3. Toegevoegde waarde / Bedrijfsopbrengsten (%),_Z,1,1359.0,18454.0,-17095.0,0.07364257071637585
2017,1,C,Volledig,3,dispnb,Aantal ondernemingen,4,R004,4.Toegevoegde waarde per personeelslid (in EUR),EUR,1,936.0,13434.0,-12498.0,0.06967396158999553
2017,1,C,Volledig,3,dispnb,Aantal ondernemingen,5,R005,5. Toegevoegde waarde / Bruto materiële vaste activa (%),_Z,1,1186.0,16733.0,-15547.0,0.07087790593438116
2017,1,C,Volledig,3,dispnb,Aantal ondernemingen,6,R006,6. Personeelskosten / Toegevoegde waarde (%),_Z,1,964.0,13818.0,-12854.0,0.0697640758431032
2017,1,C,Volledig,3,dispnb,Aantal ondernemingen,7,R007,"7. Afschrijvingen, waardeverminderingen en voorzieningen voor risico's en kosten / Toegevoegde waarde (%)",_Z,1,1108.0,15606.0,-14498.0,0.07099833397411252
